Name,Predominant Degree,Highest Degree,Control,Region,Locale,Admission Rate,ACT Median,SAT Average,Average Cost,Expenditure,Average Faculty Salary,Median Debt,Average Age of Entry,Average Family Income,Median Family Income,Mean Earnings,Median Earnings
University of Pittsburgh-Johnstown,3,3,Public,Mid-Atlantic,Small Suburb,0.9038,22,1021,23709,5859,6624,22000,20.93000031,79347.41,71893,51000,45600
University of Pittsburgh-Pittsburgh Campus,3,4,Public,Mid-Atlantic,Large City,0.5613,28,1258,30410,16506,9533,22000,20.93000031,79347.41,71893,51000,45600
University of Pittsburgh-Titusville,2,2,Public,Mid-Atlantic,Remote Town,0.954,18,878,22596,8727,5949,22000,20.93000031,79347.41,71893,51000,45600
Point Park University,3,4,Private,Mid-Atlantic,Large City,0.7393,22,997,36726,8943,7853,22250,23.86000061,59212.25,46028,37300,32700
Robert Morris University,3,4,Private,Mid-Atlantic,Large Suburb,0.8051,23,1041,38274,7491,9890,21500,21.96999931,74080.91,63178.5,42500,39500
Rosemont College,3,4,Private,Mid-Atlantic,Large Suburb,0.5838,21,927,45067,6212,5011,25000,23.70000076,62008.28,45253,45100,42200
Saint Francis University,3,4,Private,Mid-Atlantic,Fringe Town,0.7606,23,1026,42492,7042,7194,26123,20.52000046,79842.63,72643.5,48200,43900
Saint Joseph's University,3,4,Private,Mid-Atlantic,Large City,0.7873,24,1110,52779,11930,7113,20500,21.12000084,123938.82,109701.5,54800,51600
Saint Vincent College,3,4,Private,Mid-Atlantic,Large Suburb,0.6875,23,1035,41591,7914,7116,25000,19.82999992,87118.24,80131,42600,40600
University of Scranton,3,4,Private,Mid-Atlantic,Small City,0.7503,25,1121,51962,10141,9400,26442,20.06999969,106711.89,93993,53800,50800
Seton Hill University,3,4,Private,Mid-Atlantic,Large Suburb,0.652,23,1032,40497,8304,6822,22131,22.30999947,65432.14,56664,38400,36000
Shippensburg University of Pennsylvania,3,4,Public,Mid-Atlantic,Fringe Town,0.8341,20,980,20840,8550,9483,18000,20.20999908,81056.67,75275.5,42000,40400
Slippery Rock University of Pennsylvania,3,4,Public,Mid-Atlantic,Distant Town,0.6698,21,1002,21303,7194,9336,20500,20.54000092,69273.37,64717,38000,36100
Susquehanna University,3,3,Private,Mid-Atlantic,Distant Town,0.7233,25,1129,49025,10613,7970,21000,19.70999908,101249.96,89238,50500,47100
Swarthmore College,3,3,Private,Mid-Atlantic,Large Suburb,0.1432,33,1442,58481,29924,12138,17718.5,19.29000092,104516.71,89473,52000,41300
Temple University,3,4,Public,Mid-Atlantic,Large City,0.6387,25,1121,27247,12500,9648,21700,21.32999992,70311.21,56155,49500,43600
Thiel College,3,3,Private,Mid-Atlantic,Fringe Town,0.655,21,967,39573,7496,6301,20500,19.90999985,65321.99,57911,35100,33100
Ursinus College,3,3,Private,Mid-Atlantic,Large Suburb,0.6633,27,1182,57163,13464,8769,27000,19.61000061,99543.43,89174,49900,46600
Valley Forge Christian College,3,4,Private,Mid-Atlantic,Large Suburb,0.6585,22,977,29736,6212,4733,21956,20.79999924,60376.62,53124.5,29000,27800
Valley Forge Military College,2,2,Private,Mid-Atlantic,Large Suburb,0.7484,18,913,43500,13234,4455,7615,19.70000076,98428.48,85917,43900,35500
Villanova University,3,4,Private,Mid-Atlantic,Large Suburb,0.489,30,1316,56265,15426,10425,25000,20.02000046,130737.82,112696,70500,65100
Waynesburg University,3,4,Private,Mid-Atlantic,Distant Town,0.7523,23,1015,28822,8294,6633,23000,23.35000038,69531.78,64789,43700,39300
Westminster College,3,4,Private,Mid-Atlantic,Fringe Town,0.7336,23,1040,42474,8865,6470,26000,19.59000015,81225.32,75532,39900,37300
Wilson College,3,4,Private,Mid-Atlantic,Small City,0.5267,22,993,39818,8569,6535,23111.5,25.80999947,56466.35,43650,31600,29400
York College Pennsylvania,3,4,Private,Mid-Atlantic,Mid-size Suburb,0.7351,23,1045,27266,8057,8887,20500,20.60000038,92016.29,86883.5,45300,43600
Brown University,3,4,Private,New England,Mid-size City,0.0918,32,1425,58140,30823,13381,15164,19.78000069,103616.9,84559,70400,54400
Bryant University,3,4,Private,New England,Large Suburb,0.7655,25,1137,50858,8913,12905,26706,19.52000046,112373.37,104089,59700,57800
Providence College,3,4,Private,New England,Mid-size City,0.5979,26,1158,56184,12232,9471,27000,19.87999916,120179.81,110798,57700,52900
Rhode Island College,3,4,Public,New England,Large Suburb,0.6915,20,930,14858,7628,7607,15462,22.06999969,61954.74,52408,37300,35300
University of Rhode Island,3,4,Public,New England,Large Suburb,0.7871,24,1076,26262,7446,9144,19500,20.65999985,88579.08,78122.5,49200,44600
Rhode Island School of Design,3,4,Private,New England,Mid-size City,0.2731,28,1239,59597,20460,7949,25000,21.53000069,92334.03,75194,41700,39200
Salve Regina University,3,4,Private,New England,Large Suburb,0.6706,25,1109,48219,8057,7425,26303.5,19.46999931,110031.28,100931,46700,44800
Anderson University,3,4,Private,Southeast,Small City,0.6502,24,1079,35340,5009,6409,19500,22.20000076,68927.17,58707.5,35200,32600
Charleston Southern University,3,4,Private,Southeast,Small City,0.6887,21,973,33245,5888,6087,15750,21.93000031,57372.21,44120.5,35900,32400
Southern Wesleyan University,3,4,Private,Southeast,Large Suburb,0.937,19,916,31054,6353,5258,23375,30.71999931,53760.74,43811,42200,36800
College of Charleston,3,4,Public,Southeast,Mid-size City,0.7031,26,1165,25086,8234,7747,17000,20.57999992,90152.6,71255,39700,35800
Citadel Military College of South Carolina,3,4,Public,Southeast,Mid-size City,0.8041,23,1080,24827,8968,8115,19500,20.09000015,94258.6,83389,50500,46400
Claflin University,3,4,Private,Southeast,Distant Town,0.526,18,873,29849,7775,6217,22055,22.95999908,35924.15,27154,27800,25000
Clemson University,3,4,Public,Southeast,Large Suburb,0.5787,29,1259,27944,11711,9907,20008,20.06999969,97916.93,87306,48500,43500
Coker College,3,3,Private,Southeast,Distant Town,0.5326,20,956,32029,6063,6032,20850,26.79999924,50898.45,34833,32500,30400
Columbia International University,3,4,Private,Southeast,Mid-size City,0.6258,22,1055,28141,6611,4559,17250,22.07999992,55502.41,46934,28400,25900
Columbia College,3,4,Private,Southeast,Mid-size City,0.6499,22,1027,37599,7445,5435,23169.5,22.96999931,51606.5,39118,32000,31200
Converse College,3,4,Private,Southeast,Small City,0.5201,24,1072,39748,6345,6284,18333,24.04000092,65434.68,50064,30100,30100
Erskine College,3,4,Private,Southeast,Distant Rural,0.6973,22,1010,45198,8075,5887,19444.5,19.37999916,73103.08,66611,35700,33000
Francis Marion University,3,4,Public,Southeast,Small Suburb,0.5667,20,938,19965,8401,7223,19250,20.54999924,52223.66,38222,33000,30400
Furman University,3,4,Private,Southeast,Large Suburb,0.6397,28,1237,55434,18804,8957,20500,19.88999939,111409.56,93139.5,44100,40200
Lander University,3,4,Public,Southeast,Distant Town,0.4216,20,945,21628,5092,5675,15250,20.96999931,57754.73,45814,32800,31300
Limestone College,3,3,Private,Southeast,Fringe Town,0.5322,22,1010,34658,4875,4780,20000,30.13999939,43422.74,31465.5,37100,33800
Newberry College,3,3,Private,Southeast,Distant Town,0.5908,20,938,37837,5913,5099,21492,19.93000031,66769.16,53768,30900,28900
North Greenville University,3,4,Private,Southeast,Fringe Rural,0.5791,25,1137,28373,4680,5568,12000,20.39999962,59609.92,53275,28700,27000
Presbyterian College,3,3,Private,Southeast,Distant Town,0.66,25,1121,45130,10252,7217,18797,19.29999924,96598.95,84599,40600,37800
University of South Carolina-Aiken,3,4,Public,Southeast,Large Suburb,0.5122,21,973,18466,6883,6243,13750,21.85000038,54859.12,41442,35400,32800
University of South Carolina-Beaufort,3,3,Public,Southeast,Fringe Town,0.7304,20,932,19354,6114,6410,11000,23.63999939,47466.64,34946,33300,28700
University of South Carolina-Columbia,3,4,Public,Southeast,Mid-size City,0.606,27,1200,23685,10384,9514,19125,20.89999962,76756.24,63282.5,45600,38700
University of South Carolina-Lancaster,2,2,Public,Southeast,Distant Town,0.888,18,865,16937,5866,5596,19125,23.45000076,40726.79,31787.5,30500,28600
University of South Carolina-Salkehatchie,2,2,Public,Southeast,Fringe Rural,0.7313,16,789,19403,4914,5149,6500,23.79000092,34142.99,22876.5,26600,24800
University of South Carolina-Sumter,2,2,Public,Southeast,Small City,0.5456,19,927,16781,6189,5559,7818,23.30999947,42819.92,32332,33800,31000
University of South Carolina-Union,2,2,Public,Southeast,Distant Town,0.7692,16,826,17501,5221,5419,7375,22.95000076,32539.86,27215,30800,27500
Coastal Carolina University,3,4,Public,Southeast,Small City,0.7404,21,993,21601,7879,7130,14750,20.55999947,79662.53,67086.5,35900,32500
South Carolina State University,3,4,Public,Southeast,Distant Town,0.5079,18,851,25265,8132,6666,21750,20.64999962,37786.96,28809,27200,25100
University of South Carolina-Upstate,3,4,Public,Southeast,Mid-size Suburb,0.6422,21,982,20848,6703,6139,15750,22.76000023,54133.16,41002.5,36100,33600
Spartanburg Methodist College,2,2,Private,Southeast,Mid-size Suburb,0.8812,18,859,25085,3484,5746,6500,19.67000008,57068.67,42764.5,29700,27500
Winthrop University,3,4,Public,Southeast,Small City,0.7225,22,1030,24595,8527,7223,19976,20.68000031,67902.81,56621.5,35100,33100
Wofford College,3,3,Private,Southeast,Small City,0.688,27,1186,47856,10109,7867,19500,19.31999969,104265.69,91037,48900,44000
Augustana College,3,4,Private,Great Plains,Mid-size City,0.6809,24,1105,36828,10615,6488,25249,20.07999992,87730.97,76993.5,41800,38200
Black Hills State University,3,4,Public,Great Plains,Distant Town,0.8924,21,993,15906,5627,6666,13575,22.42000008,54778.12,45782.5,34700,31700
Dakota State University,3,4,Public,Great Plains,Distant Town,0.8297,22,1010,17201,7432,6855,12500,22.12999916,58402.06,52416,36400,34500
Dakota Wesleyan University,3,4,Private,Great Plains,Remote Town,0.7023,23,1058,31596,5538,5452,18500,22.37999916,52706.51,42134,35600,33600
Mount Marty College,3,4,Private,Great Plains,Remote Town,0.7239,23,1050,33103,7145,5217,20500,23.12000084,58333.36,48944.5,35000,32700
Northern State University,3,4,Public,Great Plains,Remote Town,0.9334,22,1030,17334,6723,6801,12821,21.76000023,55427.29,48591.5,33300,30300
Presentation College,3,3,Private,Great Plains,Remote Town,0.6608,20,934,26676,5942,4629,15000,25.46999931,49389.16,39209,34000,32000
South Dakota School of Mines and Technology,3,4,Public,Great Plains,Small City,0.8608,26,1183,20234,10035,8892,14875,21.61000061,66137.5,57505.5,51900,48600
South Dakota State University,3,4,Public,Great Plains,Remote Town,0.919,23,1050,18547,7415,7451,15269,20.92000008,68399.37,63089,42600,38200
University of Sioux Falls,3,4,Private,Great Plains,Mid-size City,0.969,23,1064,33909,6852,6075,16749,21.87000084,71708.18,62665.5,38600,34800
University of South Dakota,3,4,Public,Great Plains,Distant Town,0.8788,24,1090,18843,8747,7200,15463,22.98999977,61219.52,53346,40900,35900
Aquinas College,2,3,Private,Southeast,Large City,0.521,25,1115,31324,10170,5291,21230,30.87999916,52905.11,41470,46800,45200
Austin Peay State University,3,4,Public,Southeast,Mid-size City,0.8595,22,1009,18852,6847,6879,15000,24.46999931,41615.23,30942,34000,31700
Baptist Memorial College of Health Sciences,3,3,Private,Southeast,Large City,0.463,25,1125,19745,9801,6442,21000,25.35000038,54231.6,41376,50700,50100
Belmont University,3,4,Private,Southeast,Large City,0.7987,27,1193,41450,8976,8450,19173,21.15999985,98697.97,83588,42100,37600
Bethel University,3,4,Private,Southeast,Distant Town,0.5103,20,930,26864,7006,3935,14531,29.09000015,46908.56,37640.5,39300,35200
Bryan College-Dayton,3,4,Private,Southeast,Distant Town,0.3762,23,1053,29489,4331,4166,9722,25.87000084,62141.47,55458.5,37800,35400
Carson-Newman University,3,4,Private,Southeast,Small Suburb,0.6657,23,1064,32446,6574,5577,15505,20.92000008,61406.98,52873,36300,32900
Christian Brothers University,3,4,Private,Southeast,Large City,0.4745,24,1105,34413,6948,5988,20600,23.37999916,59020.1,41418,43900,41800
Cleveland State Community College,1,2,Public,Southeast,Small City,1,19,910,10764,5111,5424,6859.5,25.60000038,32052.51,24530.5,28500,26000
Cumberland University,3,4,Private,Southeast,Fringe Town,0.473,21,986,33402,6408,5864,17259,22,62062.35,47713,38400,36600
Lipscomb University,3,4,Private,Southeast,Large City,0.527,25,1149,37181,10013,7138,14500,20.62000084,86133.94,79148,38900,35500
East Tennessee State University,3,4,Public,Southeast,Small City,0.8649,22,1026,22485,12462,6711,14250,23.03000069,49111.05,36276,35200,30900
Fisk University,3,4,Private,Southeast,Large City,0.3968,18,854,38893,9602,5525,21500,19.94000053,51683.87,38568,29500,29500
Freed-Hardeman University,3,4,Private,Southeast,Distant Town,0.9203,24,1098,32814,6339,6154,19125,20.13999939,69532.63,64443,37200,33700
Johnson University,3,4,Private,Southeast,Fringe Rural,0.5464,22,1022,19898,6145,5485,14250,21.88999939,63483.08,53910.5,29300,28100
King University,3,4,Private,Southeast,Small City,0.6377,23,1039,36533,4357,4703,17910,25.64999962,59579.65,52011,45500,39900
Lane College,3,3,Private,Southeast,Small City,0.4916,15,716,17406,4813,4704,16018,20.27000046,31750.65,25617,22700,20300
Le Moyne-Owen College,3,3,Private,Southeast,Large City,0.2335,16,760,16427,4198,4750,12250,23.61000061,24665.5,17437.5,27000,23300
Lee University,3,4,Private,Southeast,Small City,0.9165,24,1094,23554,5177,5605,17686.5,21.45000076,64378.91,54410,32500,30000
Lincoln Memorial University,3,4,Private,Southeast,Remote Town,0.6995,23,1054,31241,7988,2660,15000,26.88999939,41205.47,31386,37100,35400
Maryville College,3,3,Private,Southeast,Large Suburb,0.7259,24,1068,41481,7181,6508,19000,19.95999908,70519.43,61945.5,34800,32700
Memphis College of Art,3,4,Private,Southeast,Large City,0.3978,22,1030,37855,8350,5255,25774,21.60000038,59445.66,39874.5,26800,22800
University of Memphis,3,4,Public,Southeast,Large City,0.6841,22,1031,20899,8742,8304,18938,23.29999924,45004.14,29727,38900,33700
Middle Tennessee State University,3,4,Public,Southeast,Mid-size City,0.6996,22,1011,17501,7418,7029,15000,22.07999992,57627.86,42980,37100,33100
Milligan College,3,4,Private,Southeast,Mid-size Suburb,0.683,24,1096,36252,6433,5717,19000,22.52000046,72808.16,63207.5,38600,36000
Motlow State Community College,2,2,Public,Southeast,Fringe Rural,0.4226,19,910,12466,5274,5050,3500,24.62999916,33492.67,26146,27900,25800
O'More College of Design,3,3,Private,Southeast,Small City,0.5816,23,1050,35632,7921,3697,15500,22.78000069,61880.14,55868,38200,24700
Rhodes College,3,4,Private,Southeast,Large City,0.5764,29,1288,50659,14821,8035,22991,19.48999977,126222.05,100407,48700,41400
Roane State Community College,2,2,Public,Southeast,Distant Town,0.9922,19,910,13454,5680,5627,7402,25.57999992,29622.99,23312,29200,26600
Sewanee-The University of the South,3,4,Private,Southeast,Distant Rural,0.6027,28,1248,46530,14960,8389,16000,19.60000038,110350.36,81758,39600,34300
Southern Adventist University,3,4,Private,Southeast,Large Suburb,0.3826,23,1050,29085,9131,5123,18554,20.89999962,70132.24,57374,37100,33600
Tennessee Wesleyan College,3,3,Private,Southeast,Distant Town,0.713,22,1006,28119,4651,4834,14500,22.87000084,57290.57,45726.5,37900,34600
The University of Tennessee-Chattanooga,3,4,Public,Southeast,Mid-size City,0.7757,23,1069,19192,7034,7477,11420.5,21.47999954,56874.59,43600,36100,33300
The University of Tennessee-Knoxville,3,4,Public,Southeast,Mid-size City,0.7249,27,1199,24746,20792,9976,15250,21.12000084,72817.34,55229,48300,39000
The University of Tennessee-Martin,3,4,Public,Southeast,Remote Town,0.7668,23,1050,16227,7336,6882,15134.5,21.96999931,52149.54,41497,34900,32000
Tennessee Technological University,3,4,Public,Southeast,Remote Town,0.9316,23,1071,19900,6916,7551,11000,21.72999954,58081.46,45109,37800,34400
Tennessee Temple University,3,4,Private,Southeast,Mid-size City,0.7843,18,878,23217,1889,2985,10001,21.30999947,59482.33,52157,32600,30500
Trevecca Nazarene University,3,4,Private,Southeast,Large City,0.772,23,1049,30820,7133,6337,16250,25.29999924,65129.33,58888,41900,36500
Tusculum College,3,4,Private,Southeast,Distant Town,0.7225,21,961,32783,3596,4906,20070,27.25,50490.79,41744.5,38200,34900
Union University,3,4,Private,Southeast,Small City,0.7412,26,1174,40415,9119,7369,20750,24.01000023,65098.48,53200.5,44100,37700
Vanderbilt University,3,4,Private,Southeast,Large City,0.1274,33,1475,59890,76995,12871,13000,19.93000031,99004.36,74999.5,70800,54400
Abilene Christian University,3,4,Private,Southwest,Mid-size City,0.4894,24,1087,39811,8737,5508,20698.5,20.22999954,86392,75873.5,39800,37200
Angelo State University,3,4,Public,Southwest,Small City,0.8049,21,965,19511,6830,6867,11773,21.37999916,53847.09,43559,37800,34500
Austin College,3,4,Private,Southwest,Small City,0.5861,25,1181,45800,14009,7605,23000,19.64999962,96751.26,83025,45500,41000
Baylor University,3,4,Private,Southwest,Mid-size City,0.5747,27,1215,51086,14046,8793,21000,19.79999924,93014.48,72163,47700,43700
Concordia University-Texas,3,4,Private,Southwest,Large City,0.4685,23,1035,37394,5736,6269,15224,25.32999992,74551.81,58229.5,41600,37200
Texas A & M University-Corpus Christi,3,4,Public,Southwest,Large City,0.9258,20,960,17782,6107,7505,13500,22.51000023,51268.6,36327,41300,37800
Dallas Baptist University,3,4,Private,Southwest,Large City,0.423,23,1078,32489,7945,7607,17348.5,26.60000038,63393.55,48905.5,44000,39900
Dallas Christian College,3,4,Private,Southwest,Large Suburb,0.5516,20,930,24499,5755,4459,14250,27.17000008,58646.5,42236,38700,36700
University of Dallas,3,4,Private,Southwest,Mid-size City,0.9011,27,1216,47437,9425,7217,17625,20.42000008,102838.39,86001,42600,38600
East Texas Baptist University,3,4,Private,Southwest,Distant Town,0.7362,20,957,30172,7590,6153,11411,20.82999992,63936.79,52871,38400,37500
Texas A & M University-Commerce,3,4,Public,Southwest,Distant Town,0.6818,21,987,18487,6434,7743,15000,24.82999992,42985.83,32165,37500,35900
Hardin-Simmons University,3,4,Private,Southwest,Mid-size City,0.3759,23,1035,32001,9644,6653,16137,20.94000053,71686.11,60884,40400,36700
Houston Baptist University,3,4,Private,Southwest,Large City,0.7318,24,1075,36095,7357,6504,12500,23.21999931,52507.59,34306,43900,41700
University of Houston-Downtown,3,4,Public,Southwest,Large City,0.9509,19,894,18879,4306,7279,13000,24.62000084,32529.26,24928.5,41300,38500
University of Houston,3,4,Public,Southwest,Large City,0.5841,25,1136,22215,7456,10569,14878,22.10000038,48647.14,33211,51000,45200
Howard Payne University,3,4,Private,Southwest,Remote Town,0.5382,20,953,32861,8101,5553,12275,21.94000053,57439.52,46720,35800,33300
Huston-Tillotson University,3,4,Private,Southwest,Large City,0.4589,15,780,25894,7991,5676,12498,22.04000092,39417.62,28925,29600,27800
University of the Incarnate Word,3,4,Private,Southwest,Large City,0.9307,21,967,34487,6728,7616,19500,25.45000076,56531.31,41999,45300,41600
Lamar University,3,4,Public,Southwest,Mid-size City,0.7682,21,974,21142,4626,7689,12500,22.43000031,44121.96,31781.5,40100,35800
Texas A & M International University,3,4,Public,Southwest,Mid-size City,0.4785,18,892,15272,5482,7689,11250,22.76000023,31619.88,23615.5,42600,41100
LeTourneau University,3,4,Private,Southwest,Small City,0.4066,26,1175,37031,7550,7287,23250,29.61000061,57117.48,44614.5,51000,44500
Lubbock Christian University,3,4,Private,Southwest,Mid-size City,0.9489,22,1010,28493,6054,5878,18500,24.29999924,62284.68,49495,42300,35800
University of Mary Hardin-Baylor,3,4,Private,Southwest,Small Suburb,0.8468,24,1069,35000,8331,7197,16500,22.09000015,68845.18,57382,39800,38000
McMurry University,3,3,Private,Southwest,Mid-size City,0.5924,21,982,34650,8200,5688,16865,21.94000053,57874.34,44039,39500,35700
Midwestern State University,3,4,Public,Southwest,Mid-size City,0.7178,21,993,15704,8018,7118,14950,22.76000023,54598.69,42383.5,39000,35600
University of North Texas,3,4,Public,Southwest,Mid-size City,0.5969,24,1100,18593,7571,9746,14955,22.26000023,64825.21,49512,41200,39400
Northwood University-Texas,3,4,Private,Southwest,Fringe Rural,0.2578,20,924,31642,5038,6060,18750,25.45999908,63920.59,49456,45500,40800
Our Lady of the Lake University,3,4,Private,Southwest,Large City,0.6561,18,882,33227,7872,7587,17500,24.79000092,40781.84,31566.5,37000,35700
The University of Texas-Pan American,3,4,Public,Southwest,Small City,0.6217,20,937,11601,6001,7552,9621,21.73999977,29912.15,21957,37600,36500
Paul Quinn College,3,3,Private,Southwest,Large City,0.9858,16,775,21418,2988,4385,9500,24.06999969,26529.51,19731,27400,25300
Prairie View A & M University,3,4,Public,Southwest,Distant Town,0.4232,18,845,16782,5864,7307,17438,20.61000061,44974.4,34372,34700,30900
Rice University,3,4,Private,Southwest,Large City,0.1674,33,1454,52242,39651,13468,7727,20.45999908,91944.43,71258,73200,56500
Saint Edward's University,3,4,Private,Southwest,Large City,0.7853,24,1117,43046,10387,7920,21500,23.13999939,77844.45,54531.5,47200,41400
University of St Thomas,3,4,Private,Southwest,Large City,0.7724,26,1121,37271,11149,6830,20000,21.63999939,63775.86,42131.5,49000,43200
Sam Houston State University,3,4,Public,Southwest,Distant Town,0.6499,21,999,19173,4851,7316,16490,21.46999931,60978.76,47405.5,41600,38400
Schreiner University,3,4,Private,Southwest,Remote Town,0.9262,22,995,33631,6482,5712,14250,23.54000092,57428.47,39382,36600,34700
St Mary's University,3,4,Private,Southwest,Large City,0.5823,23,1050,35160,12291,9441,20000,20.92000008,60439.11,44525.5,44400,40800
Southern Methodist University,3,4,Private,Southwest,Large Suburb,0.507,29,1302,57947,15884,11283,19000,21.15999985,95228.81,63543.5,59900,50400
Southwestern University,3,3,Private,Southwest,Large Suburb,0.5217,26,1168,46789,14025,7926,20644,19.54000092,106019.52,95160,47400,41700
Stephen F Austin State University,3,4,Public,Southwest,Fringe Rural,0.5687,22,998,21909,6535,7087,16074,21.79000092,60300.43,45665,39800,36800
Texas State University,3,4,Public,Southwest,Small Suburb,0.7508,23,1045,19721,6379,7528,15750,21.95000076,63447.41,48876,43300,40700
Southwestern Adventist University,3,4,Private,Southwest,Fringe Town,0.5392,20,949,27907,9043,6105,17995,23.44000053,49948.99,38208,38100,37900
Sul Ross State University,3,4,Public,Southwest,Remote Town,0.522,18,865,17254,6455,6180,10250,23.60000038,34295.12,23682,36000,33000
Tarleton State University,3,4,Public,Southwest,Remote Town,0.5682,21,984,17709,6065,7074,13118,23.17000008,54294.39,42847,40700,37900
Texas A & M University-Kingsville,3,4,Public,Southwest,Distant Town,0.881,19,895,19721,6081,7392,14695,23.45999908,38697.62,26861.5,40600,36400
Texas A & M University-College Station,3,4,Public,Southwest,Small City,0.6947,26,1182,20819,13297,10287,16566.5,20.13999939,83346.84,71288,56300,49000
The University of Texas at Arlington,3,4,Public,Southwest,Large City,0.5998,23,1077,21420,6782,8272,12834,23.21999931,51136.11,36358,46100,42900
The University of Texas at Austin,3,4,Public,Southwest,Large City,0.4019,28,1262,25176,16906,10900,20500,20.18000031,79614.32,62086,58900,48600
The University of Texas at Dallas,3,4,Public,Southwest,Mid-size City,0.5857,28,1262,22381,9848,12416,15080.5,23.36000061,54836.23,39445.5,51200,46800
The University of Texas at El Paso,3,4,Public,Southwest,Large City,0.9981,20,923,15272,6854,8167,12500,22.97999954,31959.81,22907,37300,34300
The University of Texas at Tyler,3,4,Public,Southwest,Small City,0.8203,23,1064,19366,8111,7291,13000,23.94000053,48054.63,34405,45100,39200
Texas Christian University,3,4,Private,Southwest,Large City,0.4739,27,1206,48189,14422,10206,19500,20.54999924,103263.14,81852.5,50700,45800
Texas Lutheran University,3,4,Private,Southwest,Fringe Town,0.5087,23,1041,35480,7862,6626,17750,20.10000038,81310.81,68816.5,43200,38200
The University of Texas of the Permian Basin,3,4,Public,Southwest,Mid-size City,0.8401,21,1008,14292,8991,7196,9015.5,25.09000015,40708.66,29706,41900,39100
The University of Texas at San Antonio,3,4,Public,Southwest,Large City,0.7327,23,1050,18936,6338,9272,16490,22.20000076,53600.77,38470,42200,39700
Texas Southern University,3,4,Public,Southwest,Large City,0.4503,17,832,22311,9114,7660,17311.5,21.97999954,31016.12,22626,31600,25900
Texas Tech University,3,4,Public,Southwest,Mid-size City,0.663,25,1116,20900,6813,8757,17750,20.59000015,82825.99,69477,49800,43900
Texas Wesleyan University,3,4,Private,Southwest,Large City,0.2992,21,997,30696,9982,6803,19500,24.98999977,50520,36026,40600,40700
Texas Woman's University,3,4,Public,Southwest,Mid-size City,0.8603,20,953,16345,6445,7511,14385,24.79000092,50453.77,36226,44700,41900
Trinity University,3,4,Private,Southwest,Large City,0.6393,29,1270,46274,14743,9715,18500,19.56999969,112397.83,101012.5,54600,49600
Wayland Baptist University,3,4,Private,Southwest,Remote Town,0.9862,20,940,21543,6559,4845,12500,29.03000069,45325.2,36554.5,42000,37400
West Texas A & M University,3,4,Public,Southwest,Fringe Town,0.7403,22,994,17553,6765,7359,13573,23.68000031,51091.58,39169,39200,37100
Brigham Young University-Provo,3,4,Private,Rocky Mountains,Mid-size City,0.4942,29,1277,17174,13268,9649,9260.5,21.70000076,42156.62,20347,55500,47400
Brigham Young University-Hawaii,3,4,Private,Far West,Fringe Town,0.3604,24,1081,14544,11999,8794,5780,22.23999977,39733.27,22339,41400,34100
Southern Utah University,3,4,Public,Rocky Mountains,Remote Town,0.5709,23,1066,18042,5519,6526,8250,22.5,45460.22,30660.5,36700,34000
Utah State University,3,4,Public,Rocky Mountains,Small City,0.9674,24,1087,16020,8255,8206,8750,23.36000061,44547.68,29227,41700,37300
University of Utah,3,4,Public,Rocky Mountains,Mid-size City,0.8174,24,1109,19048,12835,7764,12839,23.54000092,47548.1,32294,51600,44300
Westminster College,3,4,Private,Rocky Mountains,Mid-size City,0.7517,25,1134,37990,10682,8393,17958,23.40999985,64341.97,50415,45500,41700
Castleton State College,3,4,Public,New England,Distant Town,0.9205,20,954,20799,7411,6175,18625,21.05999947,76421.19,69241,33300,31200
Champlain College,3,4,Private,New England,Small City,0.7079,25,1122,44636,8683,7305,21500,21.89999962,90632.33,80415,41100,37900
Johnson State College,3,4,Public,New England,Distant Rural,0.9688,19,948,20404,8333,6661,18000,24.59000015,55871.96,43579,30600,28000
Lyndon State College,3,4,Public,New England,Remote Town,0.9934,20,930,19178,7553,6254,14200,20.87999916,65000.85,56155,31400,29700
Middlebury College,3,4,Private,New England,Distant Town,0.1716,32,1391,59200,23214,10599,17777.5,21.60000038,86276.38,60997.5,60900,49100
Norwich University,3,4,Private,New England,Distant Town,0.6349,24,1065,47341,6331,7147,23000,20.01000023,88756.18,84597,46200,43800
Saint Michael's College,3,4,Private,New England,Mid-size Suburb,0.7511,26,1173,48894,10627,8319,25000,19.42000008,110530.31,96675.5,44200,41600
College of St Joseph,3,4,Private,New England,Remote Town,0.6831,17,842,33200,6464,4163,14250,24.23999977,52084.47,44493,35000,35300
Southern Vermont College,3,3,Private,New England,Fringe Rural,0.994,18,883,33229,4220,4959,14250,23.13999939,65814.26,50006.5,34500,33400
Vermont Technical College,2,3,Public,New England,Remote Rural,0.8257,19,933,22937,14564,6170,13000,24.80999947,59171.58,48966,41900,40000
University of Vermont,3,4,Public,New England,Small City,0.7755,27,1190,27788,16066,9562,18878,20.23999977,95378.54,77614,44700,39400
Averett University,3,4,Private,Southeast,Remote Town,0.6329,20,941,36240,11453,6415,19298,27.51000023,61997.88,53773.5,42600,38600
Bluefield College,3,3,Private,Southeast,Remote Town,0.5729,19,900,33668,4345,4689,14454.5,29.82999992,61255.39,52096,44800,39400
Bridgewater College,3,3,Private,Southeast,Small Suburb,0.5493,23,1033,41180,5849,6211,19500,19.45000076,91813.53,82400,38900,37500
College of William and Mary,3,4,Public,Southeast,Small Suburb,0.3321,30,1358,25938,13265,10253,19500,19.95999908,112915,98940,57400,48800
